D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_023.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_023.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_023.jpg, 0, 0, 0, 7.79378E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_125.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_125.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_125.jpg, 0, 0, 0, 7.799731E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_226.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_226.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_226.jpg, 0, 0, 0, 7.818305E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_328.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_328.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_328.jpg, 0, 0, 0, 7.839868E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_429.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_429.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_429.jpg, 0, 0, 0, 7.959166E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_530.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_530.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_530.jpg, 0, 0, 0, 7.832475E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_631.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_631.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_631.jpg, 0, 0, 0, 7.87095E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_731.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_731.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_731.jpg, 0, 0, 0, 7.823461E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_832.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_832.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_832.jpg, 0, 0, 0, 7.808855E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_03_933.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_03_933.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_03_933.jpg, 0, 0, 0, 7.90526E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_034.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_034.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_034.jpg, 0, 0, 0, 7.912199E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_136.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_136.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_136.jpg, 0, 0, 0, 8.053108E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_237.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_237.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_237.jpg, 0, 0, 0, 7.774901E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_339.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_339.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_339.jpg, 0, 0, 0, 7.785516E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_441.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_441.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_441.jpg, 0, 0, 0, 7.846504E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_542.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_542.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_542.jpg, 0, 0, 0, 7.976341E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_643.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_643.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_643.jpg, 0, 0, 0, 8.00665E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_743.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_743.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_743.jpg, 0, 0, 0, 7.820054E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_843.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_843.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_843.jpg, 0, 0, 0, 7.818986E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_04_944.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_04_944.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_04_944.jpg, 0, 0, 0, 7.952811E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_05_046.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_05_046.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_05_046.jpg, 0, 0, 0, 7.80405E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_05_148.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_05_148.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_05_148.jpg, 0, 0, 0, 7.822627E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_05_249.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_05_249.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_05_249.jpg, 0, 0, 0, 7.820547E-05
D:\Downloads\simulator-windows-64\IMG\center_2021_06_15_18_16_05_350.jpg, D:\Downloads\simulator-windows-64\IMG\left_2021_06_15_18_16_05_350.jpg, D:\Downloads\simulator-windows-64\IMG\right_2021_06_15_18_16_05_350.jpg, 0, 0.239222, 0, 0.122833
